"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0230263157894737,0.0230263157894737,0.0230263157894737,0.0230263157894737,0.0183002148227712,0.00923852183650616,0.00277496626180837,0.0125291103865859,0.00460526315789474,0.00131578947368421,0.00241228070175439,0,0
0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0194672131147541,0.0915010741138561,0.0915010741138561,0.0915010741138561,0.0915010741138561,1.90816326530612,0.28712548849327,0.0762035583464155,0.133217446270544,0.12046485260771,0.0650510204081633,0.0284640171858217,0.0217817896389325,0.0214524102213824
0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0122950819672131,0.0461926091825308,0.0461926091825308,0.0461926091825308,0.0461926091825308,0.28712548849327,3.12765957446809,0.212765957446808,0.0912963660327622,0.201874366767984,0.0852963525835866,0.0652762224710713,0.0122749590834697,0.0119315635204919
0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.114754098360656,0.0277496626180837,0.0277496626180837,0.0277496626180837,0.0277496626180837,0.152407116692831,0.425531914893617,1.50641025641026,0.291780122532335,0.282661782661783,0.28125,0.141869095816464,0.0641025641025641,0.0620333857102621
0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.495901639344262,0.125291103865859,0.125291103865859,0.125291103865859,0.125291103865859,0.266434892541087,0.182592732065524,0.291780122532335,0.610619469026549,0.437491220677061,0.457648546144121,0.237812451482689,0.0495234853641933,0.0480952029341088
0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.274590163934426,0.0460526315789474,0.0460526315789474,0.0460526315789474,0.0460526315789474,0.240929705215419,0.403748733535968,0.282661782661783,0.437491220677061,0.595238095238095,0.413194444444444,0.25187969924812,0.154456654456654,0.151894814542376
0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0614754098360656,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.130102040816327,0.170592705167173,0.28125,0.457648546144121,0.413194444444444,0.473214285714286,0.283208020050125,0.148866758241758,0.144543653386413
0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.040983606557377,0.0241228070175439,0.0241228070175439,0.0241228070175439,0.0241228070175439,0.0569280343716434,0.130552444942143,0.141869095816464,0.237812451482689,0.25187969924812,0.283208020050125,0.315789473684211,0.085357624831309,0.0805440624660592
0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0,0,0,0,0.043563579277865,0.0245499181669394,0.0641025641025641,0.0495234853641933,0.154456654456654,0.148866758241758,0.085357624831309,0.0673076923076923,0.0629624176838582
0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0.0102459016393443,0,0,0,0,0.0492658683471022,0.027401062701558,0.0712304254391106,0.0552257744334305,0.174414666198985,0.16597362544947,0.0924854861678555,0.0722971952432748,0.0673076923076923
