"age_group","outcome","week_no","cases"
6,"gp",142,203.004311844196
6,"gp",143,157.410720261388
6,"gp",144,123.756376176734
6,"gp",145,98.6442970752543
6,"gp",146,79.6821031530192
6,"gp",147,65.1875766692154
6,"gp",148,53.9721638617858
6,"gp",149,45.1896721890185
6,"gp",150,38.2323824488547
6,"gp",151,32.6599057299494
6,"gp",152,28.1502498940364
6,"gp",153,24.4659071843603
6,"gp",154,21.43014647989
6,"gp",155,18.9102938609643
6,"gp",156,16.8058454630203
7,"gp",105,6.87539504127889
7,"gp",106,5.71229686747128
7,"gp",107,4.90264145653446
7,"gp",108,4.31249861344749
7,"gp",109,3.88878545209134
7,"gp",110,3.59722769235709
7,"gp",111,3.41589131809613
7,"gp",112,3.33237612105523
7,"gp",113,3.34245352697366
7,"gp",114,3.44982984023564
7,"gp",115,3.66703597389354
7,"gp",116,4.01768612021758
7,"gp",117,4.54064951421189
7,"gp",118,5.29713609368814
7,"gp",119,6.38244141439742
7,"gp",120,7.94534383951244
7,"gp",121,10.2202457721153
7,"gp",122,13.580624699808
7,"gp",123,18.6278554741041
7,"gp",124,26.3372711101242
7,"gp",125,38.2914489572271
7,"gp",126,57.0287203283436
7,"gp",127,86.4876193114819
7,"gp",128,132.342842694373
7,"gp",129,201.534915710448
7,"gp",130,299.438623914842
7,"gp",131,422.889261949039
7,"gp",132,551.049616292257
7,"gp",133,645.386190102913
7,"gp",134,670.459409183962
7,"gp",135,621.144285723201
7,"gp",136,524.264319619554
7,"gp",137,414.845653833351
7,"gp",138,316.283077559073
7,"gp",139,237.322490467465
7,"gp",140,177.755154775341
7,"gp",141,134.009425627993
7,"gp",142,102.131162709535
7,"gp",143,78.8384514252799
7,"gp",144,61.682295057619
7,"gp",145,48.9130097198211
7,"gp",146,39.299363945972
7,"gp",147,31.9762650835031
7,"gp",148,26.33282290337
7,"gp",149,21.9342189250368
7,"gp",150,18.4681492487445
7,"gp",151,15.7082151426888
7,"gp",152,13.4887876430864
7,"gp",153,11.6876163768768
7,"gp",154,10.2136878775404
7,"gp",155,8.99867053737025
7,"gp",156,7.99083359436266
8,"gp",105,6.54417565498678
8,"gp",106,5.42952188124478
8,"gp",107,4.65606871629161
8,"gp",108,4.09443757826904
8,"gp",109,3.6930386037364
8,"gp",110,3.41866861589771
8,"gp",111,3.2501939796016
8,"gp",112,3.17579172465247
8,"gp",113,3.19161695440695
8,"gp",114,3.3015840339066
8,"gp",115,3.51826335601479
8,"gp",116,3.86513586217813
8,"gp",117,4.38074904795489
8,"gp",118,5.12577535837196
8,"gp",119,6.19472046443535
8,"gp",120,7.73528218506103
8,"gp",121,9.98047321291377
8,"gp",122,13.3021257686836
8,"gp",123,18.2999589450775
8,"gp",124,25.948333639782
8,"gp",125,37.8312071505738
8,"gp",126,56.4942713788416
8,"gp",127,85.8965711773821
8,"gp",128,131.758808477271
8,"gp",129,201.109077909898
8,"gp",130,299.457471438365
8,"gp",131,423.780443447714
8,"gp",132,553.254059338254
8,"gp",133,649.064042675694
8,"gp",134,675.238100547565
8,"gp",135,626.229648474049
8,"gp",136,528.865565441405
8,"gp",137,418.507683313254
8,"gp",138,318.916864040168
8,"gp",139,239.05925073258
8,"gp",140,178.798796948847
8,"gp",141,134.55296320345
8,"gp",142,102.327229245824
8,"gp",143,78.7978032937387
8,"gp",144,61.4820958909387
8,"gp",145,48.6062885909454
8,"gp",146,38.9227180490503
8,"gp",147,31.5553623938567
8,"gp",148,25.886082118853
8,"gp",149,21.4751824878616
8,"gp",150,18.0069836444188
8,"gp",151,15.2526521966413
8,"gp",152,13.0447181617118
8,"gp",153,11.2594733306523
8,"gp",154,9.80470609162078
8,"gp",155,8.61107673592731
8,"gp",156,7.62599897362343
9,"gp",105,6.31098074661298
9,"gp",106,5.22260147016137
9,"gp",107,4.46867042166034
9,"gp",108,3.92236567484863
9,"gp",109,3.5327013589111
9,"gp",110,3.26686901134518
9,"gp",111,3.10399416493247
9,"gp",112,3.03238230162154
9,"gp",113,3.04817926607788
9,"gp",114,3.15513519801538
9,"gp",115,3.36547041731038
9,"gp",116,3.70207973830437
9,"gp",117,4.20261050771977
9,"gp",118,4.92640290504344
9,"gp",119,5.96602210688855
9,"gp",120,7.46635812064532
9,"gp",121,9.65637424090405
9,"gp",122,12.9020878174421
9,"gp",123,17.7949477098013
9,"gp",124,25.2977951622681
9,"gp",125,36.9792156971545
9,"gp",126,55.3661543378739
9,"gp",127,84.3992827888929
9,"gp",128,129.79281394808
9,"gp",129,198.606137663634
9,"gp",130,296.460537840889
9,"gp",131,420.555404270008
9,"gp",132,550.341954502633
9,"gp",133,647.11527310872
9,"gp",134,674.632250685494
9,"gp",135,626.822395080305
9,"gp",136,530.141399642569
9,"gp",137,419.935059780093
9,"gp",138,320.163403340902
9,"gp",139,240.00024882056
9,"gp",140,179.436168578287
9,"gp",141,134.939861479333
9,"gp",142,102.525164791367
9,"gp",143,78.859338641788
9,"gp",144,61.4469846882046
9,"gp",145,48.5029276594748
9,"gp",146,38.7709364621968
9,"gp",147,31.3690120036116
9,"gp",148,25.6750161935007
9,"gp",149,21.2466335224727
9,"gp",150,17.7664705132973
9,"gp",151,15.0045526933671
9,"gp",152,12.792616392692
9,"gp",153,11.0063618126541
9,"gp",154,9.55309820030975
9,"gp",155,8.36306727749507
9,"gp",156,7.38329788473458
10,"gp",105,6.23039378590612
10,"gp",106,5.14261066164805
10,"gp",107,4.38925281686339
10,"gp",108,3.84354360738536
10,"gp",109,3.45413785679832
10,"gp",110,3.18794196500833
10,"gp",111,3.02384053890984
10,"gp",112,2.94990237680924
10,"gp",113,2.96200462348622
10,"gp",114,3.06355991594246
10,"gp",115,3.26633939335104
10,"gp",116,3.59262139603589
10,"gp",117,4.07919260520743
10,"gp",118,4.7841785800203
10,"gp",119,5.79841738595115
10,"gp",120,7.26433099146291
10,"gp",121,9.40735012421434
10,"gp",122,12.588454327955
10,"gp",123,17.3919979057159
10,"gp",124,24.7711119777015
10,"gp",125,36.2818618115677
10,"gp",126,54.4370531002578
10,"gp",127,83.1665720368606
10,"gp",128,128.19064234261
10,"gp",129,196.619740230532
10,"gp",130,294.214080465895
10,"gp",131,418.423982193379
10,"gp",132,548.978196520906
10,"gp",133,647.219211170559
10,"gp",134,676.501220917863
10,"gp",135,630.099119055511
10,"gp",136,534.058199459127
10,"gp",137,423.769564808672
10,"gp",138,323.491229923052
10,"gp",139,242.684662465427
10,"gp",140,181.511455616894
10,"gp",141,136.50794252589
10,"gp",142,103.697017654797
10,"gp",143,79.7309475440605
10,"gp",144,62.0936141797585
10,"gp",145,48.9809015146594
10,"gp",146,39.1215360810185
10,"gp",147,31.6223192493976
10,"gp",148,25.8530365604136
10,"gp",149,21.3656357997282
10,"gp",150,17.8386700294256
10,"gp",151,15.0392960444828
10,"gp",152,12.7972043545175
10,"gp",153,10.986615628865
10,"gp",154,9.51374634440783
10,"gp",155,8.30800808926925
10,"gp",156,7.31577760954438
11,"gp",105,6.23720503099772
11,"gp",106,5.13795819732094
11,"gp",107,4.37619982007489
11,"gp",108,3.82399361435184
11,"gp",109,3.429258888695
11,"gp",110,3.15835497473521
11,"gp",111,2.98973151575709
11,"gp",112,2.91107920051096
11,"gp",113,2.91790811227923
11,"gp",114,3.01323137684085
11,"gp",115,3.20834032510451
11,"gp",116,3.52489341087011
11,"gp",117,3.99883575678645
11,"gp",118,4.68711236838994
11,"gp",119,5.67886844653697
11,"gp",120,7.11406205258029
11,"gp",121,9.21450375543198
11,"gp",122,12.3358332894302
11,"gp",123,17.0545554216537
11,"gp",124,24.3124320677395
11,"gp",125,35.6496244199864
11,"gp",126,53.558289789848
11,"gp",127,81.9457805065864
11,"gp",128,126.518979844442
11,"gp",129,194.412334650027
11,"gp",130,291.498739567794
11,"gp",131,415.480844582767
11,"gp",132,546.434226495045
11,"gp",133,645.892129148178
11,"gp",134,676.938294601781
11,"gp",135,632.196821103856
11,"gp",136,537.176737961238
11,"gp",137,427.171371950319
11,"gp",138,326.66051984243
11,"gp",139,245.384244580801
11,"gp",140,183.697922668367
11,"gp",141,138.232989345129
11,"gp",142,105.042722548267
11,"gp",143,80.7781878298142
11,"gp",144,62.9105865266241
11,"gp",145,49.6212075955304
11,"gp",146,39.6259119157018
11,"gp",147,32.0212727137704
11,"gp",148,26.1693311540836
11,"gp",149,21.6163108134935
11,"gp",150,18.0365812304057
11,"gp",151,15.1942539300084
11,"gp",152,12.9168012283421
11,"gp",153,11.0768209222808
11,"gp",154,9.57933239541147
11,"gp",155,8.35285303243091
11,"gp",156,7.3430797843065
12,"gp",105,6.28273457842245
12,"gp",106,5.16918897651722
12,"gp",107,4.39688794689835
12,"gp",108,3.83643625249194
12,"gp",109,3.43500966489795
12,"gp",110,3.15842031679322
12,"gp",111,2.98468606130478
12,"gp",112,2.90112959733617
12,"gp",113,2.90291450148195
12,"gp",114,2.99268858307175
12,"gp",115,3.18131428419824
12,"gp",116,3.48990071609934
12,"gp",117,3.9536437221741
12,"gp",118,4.62842140989456
12,"gp",119,5.6018144695793
12,"gp",120,7.01143888695283
12,"gp",121,9.07554763240335
12,"gp",122,12.1443254126527
12,"gp",123,16.785882910817
12,"gp",124,23.9291266710742
12,"gp",125,35.0948848008809
12,"gp",126,52.7474427058773
12,"gp",127,80.7574804988668
12,"gp",128,124.793148885926
12,"gp",129,191.972930459081
12,"gp",130,288.233773818367
12,"gp",131,411.503757444669
12,"gp",132,542.260251554198
12,"gp",133,642.402623182167
12,"gp",134,674.960558687977
12,"gp",135,631.995605749614
12,"gp",136,538.379184900778
12,"gp",137,429.126956792748
12,"gp",138,328.808051729408
12,"gp",139,247.389460718565
12,"gp",140,185.421649023933
12,"gp",141,139.652232844768
12,"gp",142,106.187302806289
12,"gp",143,81.6942602070242
12,"gp",144,63.6437517240805
12,"gp",145,50.210404313837
12,"gp",146,40.1022868135736
12,"gp",147,32.4089706482112
12,"gp",148,26.4868093423379
12,"gp",149,21.8776207872656
12,"gp",150,18.2524415637954
12,"gp",151,15.3728902280901
12,"gp",152,13.0645827331001
12,"gp",153,11.1987348371657
12,"gp",154,9.67933395512106
12,"gp",155,8.43412227357694
12,"gp",156,7.40820892352354
13,"gp",105,111.166501748388
13,"gp",106,93.3626327877736
13,"gp",107,80.9451595134346
13,"gp",108,71.8681663775364
13,"gp",109,65.3779622417396
13,"gp",110,60.9881485968628
13,"gp",111,58.3921091628283
13,"gp",112,57.4298309214869
13,"gp",113,58.0740574364351
13,"gp",114,60.4335685806581
13,"gp",115,64.7756917925611
13,"gp",116,71.5739140756873
13,"gp",117,81.5919712237352
13,"gp",118,96.0245743883837
13,"gp",119,116.729417402776
13,"gp",120,146.60923663078
13,"gp",121,190.242491231055
13,"gp",122,254.924491821681
13,"gp",123,352.372750340625
13,"gp",124,501.455065299872
13,"gp",125,732.318069123373
13,"gp",126,1091.87454331154
13,"gp",127,1648.75150072513
13,"gp",128,2490.36247319862
13,"gp",129,3693.52904398965
13,"gp",130,5240.03232154656
13,"gp",131,6879.88292084758
13,"gp",132,8077.579914907
13,"gp",133,8281.1569341914
13,"gp",134,7410.80740138667
13,"gp",135,5949.62829344776
13,"gp",136,4482.01214285221
13,"gp",137,3311.69392945101
13,"gp",138,2472.85201402694
13,"gp",139,1890.12967933232
13,"gp",140,1480.70669524492
13,"gp",141,1184.52204997899
13,"gp",142,963.412248742531
13,"gp",143,793.874402506362
13,"gp",144,661.167001974062
13,"gp",145,555.65872417946
13,"gp",146,470.762595777149
13,"gp",147,401.787388841878
13,"gp",148,345.284926584355
13,"gp",149,298.662290096993
13,"gp",150,259.938415368829
13,"gp",151,227.582717235184
13,"gp",152,200.402905475998
13,"gp",153,177.464083632688
13,"gp",154,158.028876374789
13,"gp",155,141.512372699359
13,"gp",156,127.447893172367
14,"gp",105,97.3189879537114
14,"gp",106,81.5687375305132
14,"gp",107,70.5996954892868
14,"gp",108,62.6181808632095
14,"gp",109,56.9331654251293
14,"gp",110,53.1015772112792
14,"gp",111,50.8468619199137
14,"gp",112,50.0253305771457
14,"gp",113,50.6118815713883
14,"gp",114,52.7019960420458
14,"gp",115,56.5312135198664
14,"gp",116,62.5170235524673
14,"gp",117,71.3331687600544
14,"gp",118,84.034252248166
14,"gp",119,102.261535497222
14,"gp",120,128.582539662345
14,"gp",121,167.053165810854
14,"gp",122,224.149187788469
14,"gp",123,310.300664699982
14,"gp",124,442.368737818422
14,"gp",125,647.45381087099
14,"gp",126,968.129873875562
14,"gp",127,1467.72071789123
14,"gp",128,2229.68016304232
14,"gp",129,3335.20960303068
14,"gp",130,4792.49962250138
14,"gp",131,6411.78938094941
14,"gp",132,7729.63199985668
14,"gp",133,8200.56440246625
14,"gp",134,7633.89474425604
14,"gp",135,6369.81815747406
14,"gp",136,4944.17435732845
14,"gp",137,3708.96240200343
14,"gp",138,2766.86930239624
14,"gp",139,2085.63496089714
14,"gp",140,1598.56424423759
14,"gp",141,1246.96078766928
14,"gp",142,988.666718576012
14,"gp",143,795.337790273529
14,"gp",144,648.121106027766
14,"gp",145,534.309794495126
14,"gp",146,445.151650913079
14,"gp",147,374.481606466737
14,"gp",148,317.869411263578
14,"gp",149,272.077878332368
14,"gp",150,234.708942587333
14,"gp",151,203.965815177457
14,"gp",152,178.489038206233
14,"gp",153,157.241040372088
14,"gp",154,139.423443273456
14,"gp",155,124.41704219124
14,"gp",156,111.737819865378
15,"gp",105,90.7339695052404
15,"gp",106,75.6321462911794
15,"gp",107,65.127860096538
15,"gp",108,57.4927181871883
15,"gp",109,52.0456005142549
15,"gp",110,48.3480528310771
15,"gp",111,46.123703385667
15,"gp",112,45.2234735324989
15,"gp",113,45.6096551403383
15,"gp",114,47.3554692372494
15,"gp",115,50.6607594689158
15,"gp",116,55.8879078746594
15,"gp",117,63.6266170027423
15,"gp",118,74.8032374195132
15,"gp",119,90.8618609587873
15,"gp",120,114.063730700904
15,"gp",121,147.983805468741
15,"gp",122,198.335831106574
15,"gp",123,274.337166848954
15,"gp",124,390.927431446095
15,"gp",125,572.223844178665
15,"gp",126,856.400779356517
15,"gp",127,1301.02546268486
15,"gp",128,1984.14053060163
15,"gp",129,2987.83067261437
15,"gp",130,4340.3915727454
15,"gp",131,5905.92752022379
15,"gp",132,7297.42080622641
15,"gp",133,8002.39147358055
15,"gp",134,7752.74562467522
15,"gp",135,6747.73423216049
15,"gp",136,5440.25257661311
15,"gp",137,4196.73537575758
15,"gp",138,3178.2648252195
15,"gp",139,2402.48042594649
15,"gp",140,1829.21122147555
15,"gp",141,1408.75497886907
15,"gp",142,1099.11975007996
15,"gp",143,868.943461490165
15,"gp",144,695.853664563424
15,"gp",145,564.107596233195
15,"gp",146,462.618996192983
15,"gp",147,383.52513963031
15,"gp",148,321.19594484351
15,"gp",149,271.558551714398
15,"gp",150,231.63662671267
15,"gp",151,199.233828402322
15,"gp",152,172.714151114833
15,"gp",153,150.847873835257
15,"gp",154,132.702410926727
15,"gp",155,117.564256161958
15,"gp",156,104.882712146766
16,"gp",105,86.6741641663508
16,"gp",106,71.8673765064501
16,"gp",107,61.5756378824169
16,"gp",108,54.09916009319
16,"gp",109,48.7540644526501
16,"gp",110,45.0984832375632
16,"gp",111,42.8512699618882
16,"gp",112,41.8556615192036
16,"gp",113,42.0616525218207
16,"gp",114,43.5233568601102
16,"gp",115,46.4115240945374
16,"gp",116,51.0445930028229
16,"gp",117,57.9458214457698
16,"gp",118,67.9403688194179
16,"gp",119,82.3165597846099
16,"gp",120,103.092903738793
16,"gp",121,133.461523222762
16,"gp",122,178.526315142783
16,"gp",123,246.527876338753
16,"gp",124,350.845966486976
16,"gp",125,513.151290134319
16,"gp",126,767.956308981108
16,"gp",127,1167.91042402026
16,"gp",128,1786.0968433984
16,"gp",129,2704.20340387743
16,"gp",130,3965.18992678273
16,"gp",131,5475.79669729898
16,"gp",132,6913.50977365466
16,"gp",133,7800.70719679862
16,"gp",134,7814.75018483692
16,"gp",135,7039.13459358836
16,"gp",136,5849.03501238407
16,"gp",137,4613.6437069518
16,"gp",138,3539.40649373847
16,"gp",139,2686.8988236448
16,"gp",140,2040.6130865356
16,"gp",141,1560.30608180696
16,"gp",142,1205.20698394758
16,"gp",143,941.903301340121
16,"gp",144,745.225208266953
16,"gp",145,596.891947000358
16,"gp",146,483.815097324251
16,"gp",147,396.65242123014
16,"gp",148,328.716581029961
16,"gp",149,275.192023395354
16,"gp",150,232.584708951535
16,"gp",151,198.338135465607
16,"gp",152,170.565309574212
16,"gp",153,147.86087476342
16,"gp",154,129.16862738391
16,"gp",155,113.687459582967
16,"gp",156,100.804133308193
17,"gp",105,56.4466140419294
17,"gp",106,47.2681158257334
17,"gp",107,40.8760206199529
17,"gp",108,36.2390305704299
17,"gp",109,32.9452192316992
17,"gp",110,30.7294573007334
17,"gp",111,29.4272297809385
17,"gp",112,28.9532271149989
17,"gp",113,29.2917310381051
17,"gp",114,30.4969522692932
17,"gp",115,32.7037165191677
17,"gp",116,36.1510926439204
17,"gp",117,41.2244752759887
17,"gp",118,48.5260769385119
17,"gp",119,58.9909728205799
17,"gp",120,74.0776825254833
17,"gp",121,96.0815781566246
17,"gp",122,128.649582471261
17,"gp",123,177.617141010718
17,"gp",124,252.332969267291
17,"gp",125,367.630254864876
17,"gp",126,546.365551946139
17,"gp",127,821.502139336107
17,"gp",128,1234.13877802874
17,"gp",129,1819.08139231917
17,"gp",130,2566.72791480824
17,"gp",131,3366.57263025362
17,"gp",132,3990.04092573382
17,"gp",133,4196.3330299528
17,"gp",134,3915.10382997241
17,"gp",135,3301.14188560369
17,"gp",136,2594.4010876402
17,"gp",137,1964.19578535163
17,"gp",138,1471.42184265026
17,"gp",139,1109.60408497265
17,"gp",140,849.600817629617
17,"gp",141,662.392406345182
17,"gp",142,525.754012522616
17,"gp",143,424.21311538011
17,"gp",144,347.33501522755
17,"gp",145,288.096886714494
17,"gp",146,241.715688154465
17,"gp",147,204.876455473926
17,"gp",148,175.238467160778
17,"gp",149,151.119371935409
17,"gp",150,131.290496186179
17,"gp",151,114.841648097821
17,"gp",152,101.089943147
17,"gp",153,89.5170632935145
17,"gp",154,79.7252922297518
17,"gp",155,71.4062318651044
17,"gp",156,64.3182700088043
18,"gp",105,51.7501584584389
18,"gp",106,43.1713715210265
18,"gp",107,37.1738388012651
18,"gp",108,32.8111877682072
18,"gp",109,29.6939959109686
18,"gp",110,27.5691935235213
18,"gp",111,26.2770495108319
18,"gp",112,25.7305582093662
18,"gp",113,25.9055052009117
18,"gp",114,26.8394242086176
18,"gp",115,28.6395955428021
18,"gp",116,31.5021203692571
18,"gp",117,35.7465863220393
18,"gp",118,41.874604413959
18,"gp",119,50.6666106107902
18,"gp",120,63.3415063703707
18,"gp",121,81.8206511333665
18,"gp",122,109.16519095335
18,"gp",123,150.297435195783
18,"gp",124,213.170798244305
18,"gp",125,310.589880504076
18,"gp",126,462.785786672936
18,"gp",127,700.26754974044
18,"gp",128,1064.56268392701
18,"gp",129,1600.02722750305
18,"gp",130,2324.05570803729
18,"gp",131,3168.16855698513
18,"gp",132,3926.16441790493
18,"gp",133,4311.12145978369
18,"gp",134,4157.80136029079
18,"gp",135,3569.88177013649
18,"gp",136,2815.07732949744
18,"gp",137,2115.7855734568
18,"gp",138,1564.66833695496
18,"gp",139,1162.93824235108
18,"gp",140,878.252014098017
18,"gp",141,676.45846390187
18,"gp",142,531.332913881764
18,"gp",143,424.854340838492
18,"gp",144,345.091021951533
18,"gp",145,284.166592729752
18,"gp",146,236.812767285262
18,"gp",147,199.435315545653
18,"gp",148,169.529425040579
18,"gp",149,145.313865991304
18,"gp",150,125.498726111581
18,"gp",151,109.134782598826
18,"gp",152,95.5135172289138
18,"gp",153,84.099235684922
18,"gp",154,74.482042892899
18,"gp",155,66.344706718067
18,"gp",156,59.4389887522235
19,"gp",105,43.5759039385672
19,"gp",106,35.1663442221068
19,"gp",107,29.350898608489
19,"gp",108,25.1548653411451
19,"gp",109,22.1434551667528
19,"gp",110,20.0324139841531
19,"gp",111,18.6362680755884
19,"gp",112,17.8411101150054
19,"gp",113,17.589077152665
19,"gp",114,17.8713798793642
19,"gp",115,18.7287131103407
19,"gp",116,20.2594339514515
19,"gp",117,22.6376112842062
19,"gp",118,26.1454093139689
19,"gp",119,31.2279590553838
19,"gp",120,38.5850070273784
19,"gp",121,49.3240529517663
19,"gp",122,65.2173681782919
19,"gp",123,89.134574918945
19,"gp",124,125.768166706334
19,"gp",125,182.831028005586
19,"gp",126,272.955902656796
19,"gp",127,416.450720280603
19,"gp",128,644.504291027002
19,"gp",129,1000.57360376067
19,"gp",130,1533.46188696817
19,"gp",131,2270.51136025599
19,"gp",132,3164.93855441191
19,"gp",133,4047.89044019391
19,"gp",134,4662.53513951465
19,"gp",135,4809.56397685942
19,"gp",136,4481.20595322062
19,"gp",137,3842.48222689167
19,"gp",138,3101.54559791023
19,"gp",139,2407.49243804228
19,"gp",140,1828.52814162656
19,"gp",141,1376.27078546184
19,"gp",142,1035.41755390998
19,"gp",143,782.933124070068
19,"gp",144,596.987533344945
19,"gp",145,459.869586634184
19,"gp",146,358.19588680844
19,"gp",147,282.197904536443
19,"gp",148,224.857967697976
19,"gp",149,181.161716334568
19,"gp",150,147.52374658435
19,"gp",151,121.369429500087
19,"gp",152,100.838118825639
19,"gp",153,84.5748410799676
19,"gp",154,71.5845547072954
19,"gp",155,61.1300548380927
19,"gp",156,52.6601841724925
20,"gp",105,44.5791913595778
20,"gp",106,36.1072128205924
20,"gp",107,30.2468396472692
20,"gp",108,26.0108094437782
20,"gp",109,22.9687605161744
20,"gp",110,20.8396456572545
20,"gp",111,19.4401121686038
20,"gp",112,18.658260554474
20,"gp",113,18.4388658268919
20,"gp",114,18.7770492665838
20,"gp",115,19.7194207691301
20,"gp",116,21.3732702858803
20,"gp",117,23.9261522530489
20,"gp",118,27.6806816071337
20,"gp",119,33.1132610187539
20,"gp",120,40.9719431239621
20,"gp",121,52.4395971682389
20,"gp",122,69.4069868859988
20,"gp",123,94.9304322968813
20,"gp",124,133.994235856766
20,"gp",125,194.755086050281
20,"gp",126,290.477084872079
20,"gp",127,442.229399343507
20,"gp",128,681.70646820688
20,"gp",129,1051.38983068202
20,"gp",130,1594.91667572571
20,"gp",131,2326.75754967467
20,"gp",132,3180.66834647937
20,"gp",133,3976.6657442025
20,"gp",134,4478.05518757839
20,"gp",135,4534.53749801851
20,"gp",136,4176.67488465451
20,"gp",137,3567.61005775106
20,"gp",138,2886.49837042564
20,"gp",139,2254.5032728255
20,"gp",140,1725.72397790809
20,"gp",141,1309.09550741112
20,"gp",142,991.845034684555
20,"gp",143,754.525584002998
20,"gp",144,578.281967612907
20,"gp",145,447.45157382731
20,"gp",146,349.943683073343
20,"gp",147,276.773768395295
20,"gp",148,221.395312704216
20,"gp",149,179.080805716119
20,"gp",150,146.424593998253
20,"gp",151,120.969027621692
20,"gp",152,100.932655899321
20,"gp",153,85.0160393387828
20,"gp",154,72.2641611369
20,"gp",155,61.9692181968666
20,"gp",156,53.60190710732
21,"gp",105,46.1204686405155
21,"gp",106,37.4731952752102
21,"gp",107,31.4835005334645
21,"gp",108,27.1537905412344
21,"gp",109,24.0477249626821
21,"gp",110,21.8803461683287
21,"gp",111,20.4665181366231
21,"gp",112,19.6944220976367
21,"gp",113,19.5107669345973
21,"gp",114,19.9147549096589
21,"gp",115,20.9598702021258
21,"gp",116,22.7641946811743
21,"gp",117,25.531838716219
21,"gp",118,29.5907325893066
21,"gp",119,35.4562254372382
21,"gp",120,43.9369250729318
21,"gp",121,56.3110126776376
21,"gp",122,74.6210500469841
21,"gp",123,102.167379097891
21,"gp",124,144.328222563687
21,"gp",125,209.892962108912
21,"gp",126,313.120231392872
21,"gp",127,476.562484617309
21,"gp",128,733.87947465851
21,"gp",129,1129.46861766845
21,"gp",130,1707.02367559684
21,"gp",131,2475.57297543629
21,"gp",132,3354.48470283901
21,"gp",133,4144.09336276535
21,"gp",134,4598.06596253865
21,"gp",135,4580.27439618561
21,"gp",136,4151.02390382272
21,"gp",137,3495.95597141491
21,"gp",138,2798.19828305134
21,"gp",139,2170.37485640139
21,"gp",140,1655.74762261054
21,"gp",141,1255.53096711124
21,"gp",142,953.03376231287
21,"gp",143,727.492162895779
21,"gp",144,560.054986845038
21,"gp",145,435.560121653765
21,"gp",146,342.503472464968
21,"gp",147,272.412550216544
21,"gp",148,219.138579975153
21,"gp",149,178.245851130144
21,"gp",150,146.53659865791
21,"gp",151,121.699172423309
21,"gp",152,102.054062410013
21,"gp",153,86.3729312328624
21,"gp",154,73.7504214457881
21,"gp",155,63.5134893513432
21,"gp",156,55.1572098245044
22,"gp",105,81.5648830142295
22,"gp",106,65.2443780411303
22,"gp",107,53.9989469935566
22,"gp",108,45.908921339475
22,"gp",109,40.1042564859207
22,"gp",110,36.0168087853104
22,"gp",111,33.2744197131231
22,"gp",112,31.6445939821256
22,"gp",113,31.0017256931826
22,"gp",114,31.3110212781344
22,"gp",115,32.6262337487624
22,"gp",116,35.1012634767073
22,"gp",117,39.0187286545632
22,"gp",118,44.8426231355164
22,"gp",119,53.3083303656066
22,"gp",120,65.5734000708791
22,"gp",121,83.4696749460221
22,"gp",122,109.926530813165
22,"gp",123,149.683553231069
22,"gp",124,210.487587677177
22,"gp",125,305.075489086304
22,"gp",126,454.343288681785
22,"gp",127,692.023664843568
22,"gp",128,1070.39646469482
22,"gp",129,1663.76303655795
22,"gp",130,2559.83682036248
22,"gp",131,3820.46697572531
22,"gp",132,5398.612868961
22,"gp",133,7050.29418817029
22,"gp",134,8357.81995744173
22,"gp",135,8934.75712928188
22,"gp",136,8663.00556060172
22,"gp",137,7730.89240335469
22,"gp",138,6469.12303058006
22,"gp",139,5170.06716770438
22,"gp",140,4009.23462178704
22,"gp",141,3054.87896710194
22,"gp",142,2308.79560485569
22,"gp",143,1742.57568124862
22,"gp",144,1319.72470108771
22,"gp",145,1006.15859756034
22,"gp",146,773.848626109922
22,"gp",147,601.185804087037
22,"gp",148,472.087523277739
22,"gp",149,374.811317329598
22,"gp",150,300.864272141219
22,"gp",151,244.123698791214
22,"gp",152,200.171772707244
22,"gp",153,165.808978793122
22,"gp",154,138.704933208434
22,"gp",155,117.150250210866
22,"gp",156,99.8809708073951
23,"gp",105,76.2406760708201
23,"gp",106,60.4441751125424
23,"gp",107,49.5883595926456
23,"gp",108,41.8067601487451
23,"gp",109,36.2297023991174
23,"gp",110,32.2896336253196
23,"gp",111,29.6141869564464
23,"gp",112,27.9678303379076
23,"gp",113,27.2173380580668
23,"gp",114,27.3137663525267
23,"gp",115,28.2875033567096
23,"gp",116,30.2557837356282
23,"gp",117,33.4448017752027
23,"gp",118,38.2319865168372
23,"gp",119,45.219115097469
23,"gp",120,55.3552759298678
23,"gp",121,70.1427834300967
23,"gp",122,91.9831260999228
23,"gp",123,124.760213435565
23,"gp",124,174.822527352968
23,"gp",125,252.618300764095
23,"gp",126,375.335973285564
23,"gp",127,570.885678869172
23,"gp",128,883.028919707617
23,"gp",129,1375.439457765
23,"gp",130,2127.42293604396
23,"gp",131,3206.42705654269
23,"gp",132,4603.30967641138
23,"gp",133,6151.06326742258
23,"gp",134,7512.72522063746
23,"gp",135,8317.44548849403
23,"gp",136,8369.31362718808
23,"gp",137,7740.49114611872
23,"gp",138,6683.71412030783
23,"gp",139,5477.46856003673
23,"gp",140,4324.94314826535
23,"gp",141,3332.05819898314
23,"gp",142,2530.27671698025
23,"gp",143,1908.69300109873
23,"gp",144,1438.66778224468
23,"gp",145,1088.17530459906
23,"gp",146,828.445247658722
23,"gp",147,636.124669674887
23,"gp",148,493.280520567995
23,"gp",149,386.574880199696
23,"gp",150,306.265951795644
23,"gp",151,245.304686064539
